BRP_1_G_3
4
7
3
1
1
6
6
2
10
5
7
3
0
7
1
2
2
1
1
1
0
0
5
6
0
7
0
0
0
3
1
3
3
0
38
4
0
10
34
9
7
6
30
12
0
3
17
3
0
1
0
0
0
0
2
1
0
0
1
0
0
0
1
0
9
5
31
6
3
6
33
8
3
7
16
4
5
0
7
5
0
0
2
0
0
3
1
0
1
1
0
0
0
3
2
0
