BRP_6_G_7::rand1,BRP_6_G_7::rand2,BRP_6_G_7::rand3,BRP_6_G_7::rand4,BRP_6_G_7::rand5,BRP_6_G_7::rand6,BRP_6_G_7::rand7,BRP_6_G_7::rand8,BRP_6_G_7::rand9,BRP_6_G_7::rand10,BRP_6_G_7::rand11,BRP_6_G_7::rand12,BRP_6_G_7::rand13,BRP_6_G_7::rand14,BRP_6_G_7::rand15,BRP_6_G_7::rand16,BRP_6_G_7::rand17,BRP_6_G_7::rand18,BRP_6_G_7::rand19,BRP_6_G_7::rand20,BRP_6_G_7::rand21,BRP_6_G_7::rand22,BRP_6_G_7::rand23,BRP_6_G_7::rand24,BRP_6_G_7::rand25,BRP_6_G_7::rand26,BRP_6_G_7::rand27,BRP_6_G_7::rand28,BRP_6_G_7::rand29,BRP_6_G_7::rand30,BRP_6_G_7::rand31,BRP_6_G_7::rand32,BRP_6_G_7::rand33,BRP_6_G_7::rand34,BRP_6_G_7::rand35,BRP_6_G_7::rand36,BRP_6_G_7::rand37,BRP_6_G_7::rand38,BRP_6_G_7::rand39,BRP_6_G_7::rand40,BRP_6_G_7::rand41,BRP_6_G_7::rand42,BRP_6_G_7::rand43,BRP_6_G_7::rand44,BRP_6_G_7::rand45,BRP_6_G_7::rand46,BRP_6_G_7::rand47,BRP_6_G_7::rand48,BRP_6_G_7::rand49,BRP_6_G_7::rand50,BRP_6_G_7::rand51,BRP_6_G_7::rand52,BRP_6_G_7::rand53,BRP_6_G_7::rand54,BRP_6_G_7::rand55,BRP_6_G_7::rand56,BRP_6_G_7::rand57,BRP_6_G_7::rand58,BRP_6_G_7::rand59,BRP_6_G_7::rand60,BRP_6_G_7::rand61,BRP_6_G_7::rand62,BRP_6_G_7::rand63,BRP_6_G_7::rand64,BRP_6_G_7::rand65,BRP_6_G_7::rand66,BRP_6_G_7::rand67,BRP_6_G_7::rand68,BRP_6_G_7::rand69,BRP_6_G_7::rand70,BRP_6_G_7::rand71,BRP_6_G_7::rand72,BRP_6_G_7::rand73,BRP_6_G_7::rand74,BRP_6_G_7::rand75,BRP_6_G_7::rand76,BRP_6_G_7::rand77,BRP_6_G_7::rand78,BRP_6_G_7::rand79,BRP_6_G_7::rand80,BRP_6_G_7::rand81,BRP_6_G_7::rand82,BRP_6_G_7::rand83,BRP_6_G_7::rand84,BRP_6_G_7::rand85,BRP_6_G_7::rand86,BRP_6_G_7::rand87,BRP_6_G_7::rand88,BRP_6_G_7::rand89,BRP_6_G_7::rand90,BRP_6_G_7::rand91,BRP_6_G_7::rand92,BRP_6_G_7::rand93,BRP_6_G_7::rand94,BRP_6_G_7::rand95,BRP_6_G_7::rand96,BRP_6_G_7::rand97,BRP_6_G_7::rand98,BRP_6_G_7::rand99,BRP_6_G_7::rand100
3.9044728235212403,3.904576155697936,3.904982466582032,3.90447277727834,3.9044723634427796,3.9044773107415907,3.9044791573869726,3.9044730114496455,3.9044727174607607,3.904480169521147,3.9044727053321653,3.9044831393438266,3.90447239422963,3.9044732225241083,3.9044743917205995,3.9044723681833324,3.9045421517563526,3.9044723660988105,3.9044723693331806,3.9044724259737027,3.9045168355256545,3.904472440327369,3.90456019619465,3.904472382288619,3.9044725186997167,3.904478479376707,3.9044723755615687,3.9044724272169566,3.904472458135308,3.9044739641469133,3.904472590464745,3.9044723679571423,3.9044749842957853,3.9044913191844177,3.9044861212309976,3.9044727041777643,3.901757098403415,3.9044724063575136,3.904475728381004,3.9044723699522494,3.9044728996503637,3.9044729322738387,3.904472363634073,3.9044723722934087,3.9044728281093204,3.9044789789679233,3.9044726663096556,3.9044723852294028,3.9044736529034756,3.9044807006713866,3.9044750962135355,3.9044739116598826,3.9044833836722486,3.9493472603139756,3.904472825050073,3.9044791915807804,3.904473146627182,3.9044749648199732,3.9044811813378173,3.9044723733221445,3.9044800198601717,3.9044724254025183,3.9044730982133857,3.904472996195442,3.9044723781460573,3.9044723680007944,3.904473370335535,3.904473738075029,3.973982124354251,3.9044723891068593,3.904472760288485,3.9044724114194143,3.904472389393328,3.904472480556562,3.9044755117137413,3.904473113966191,3.9044723730897397,3.9016585874878085,3.904472659134987,3.9044723745342056,3.904472365046088,3.90447238806069,3.9044723876471603,3.9044735776053305,3.9044723652358138,3.90447261945674,3.9044726377826775,3.904472369315342,3.9044727782403528,3.904473959584639,3.9044753351695682,3.9044723684371667,3.904472399821427,3.904472368101517,3.904472435134133,3.9045092219224546,3.9044723748293477,3.904472373519139,3.904472557848121,3.9044723713026497
2.9907972347164895,2.9908071893982258,2.9908463320154857,2.990797230270854,2.990797190378887,2.990797667000733,2.9907978449089363,2.99079725283011,2.990797224506234,2.990797942398726,2.990797223339783,2.990798228517093,2.990797193362745,2.990797273143722,2.9907973857952053,2.9907971908600053,2.990803913571316,2.9907971906405013,2.990797190962712,2.990797196409591,2.9908014746639977,2.9907971978058177,2.990805651913769,2.9907971922172756,2.990797205358384,2.9907977795917455,2.990797191549442,2.9907971965292575,2.990797199499547,2.990797344609494,2.9907972122738427,2.990797190834887,2.990797442882959,2.990799016532553,2.990798515771401,2.9907972232243774,2.990534665291673,2.990797194533249,2.9907975145428507,2.9907971910304507,2.9907972420596334,2.990797245199001,2.990797190398479,2.9907971912520046,2.990797235167148,2.990797827720645,2.9907972195805153,2.9907971924812142,2.990797314609914,2.990797993583756,2.9907974536484954,2.9907973395373575,2.990798252033121,2.995120286278622,2.990797234871172,2.9907978482012165,2.990797265840225,2.9907974409997844,2.990798039875969,2.990797191351726,2.9907979279967183,2.990797196372308,2.990797261188527,2.9907972513604806,2.9907971918196705,2.9907971908423248,2.990797287382046,2.990797322813462,2.9974935258077524,2.9907971928748807,2.990797228630117,2.9907971950075383,2.9907971928937878,2.9907972016556563,2.9907974936793056,2.9907972627062254,2.9907971913170233,2.990525767967549,2.9907972188860934,2.99079719145341,2.990797190538132,2.990797192773525,2.9907971927070465,2.990797307357186,2.9907971905464383,2.9907972150552737,2.990797216813861,2.9907971909495235,2.9907972303634724,2.9907973441486133,2.9907974766796106,2.9907971908843534,2.990797193907807,2.9907971908521276,2.9907971972993743,2.9908007412207773,2.990797191499441,2.990797191354103,2.990797209115756,2.9907971911604054
3.999999999985689,3.9999999999997793,3.999999999999976,3.9999999999999734,3.9999999999622196,3.9999999999866196,3.9999999999999463,3.999999999999948,3.9999999999968905,3.9999999999755547,3.999999999999941,3.9999999999997837,3.9999999999899485,3.9999999999681544,3.999999999991389,3.999999999999946,3.999999999996506,3.999999999971086,3.9999999999874882,3.9999999999725433,3.999999999954456,3.999999999993303,3.9999999999999987,3.9999999999974962,3.9999999999970695,3.9999999999999867,3.99999999996696,3.999999999972383,3.999999999959596,3.999999999999562,3.999999999999941,3.999999999994805,3.9999999999930305,3.9999999999955627,3.999999999983378,3.999999999993465,3.9999985391828905,3.9999999999932605,3.9999999999578777,3.999999999999998,3.9999999999997757,3.99999999999442,3.999999999964014,3.9999999999938405,3.9999999999990603,3.9999999999999423,3.999999999999987,3.999999999967589,3.9999999999757185,3.9999999999999716,3.9999999999679483,3.999999999975294,3.999999999966199,4.0,3.999999999997118,3.999999999997112,3.9999999999807505,3.9999999999823115,3.9999999999790217,3.9999999999947935,3.9999999999999916,3.9999999999999436,3.9999999999997806,3.9999999999998073,3.9999999999997753,3.9999999999997957,3.999999999966102,3.9999999999732605,4.0,3.9999999999986677,3.999999999993809,3.9999999999726326,3.9999999999852474,3.9999999999536064,3.9999999999724674,3.999999999999975,3.9999999999757785,3.9999994550429334,3.9999999999949853,3.9999999999715024,3.9999999999696136,3.9999999999977853,3.9999999999566445,3.9999999999776357,3.999999999954213,3.9999999999820885,3.999999999971476,3.9999999999697753,3.9999999999998823,3.999999999966565,3.99999999998478,3.99999999999978,3.999999999999781,3.9999999999999516,3.9999999999838143,3.9999999999939537,3.9999999999986793,3.9999999999691562,3.999999999975368,3.9999999999997837
0.9999999999964222,0.9999999999999448,0.999999999999994,0.9999999999999933,0.9999999999905549,0.9999999999966549,0.9999999999999866,0.999999999999987,0.9999999999992226,0.9999999999938887,0.9999999999999852,0.9999999999999459,0.9999999999974871,0.9999999999920386,0.9999999999978473,0.9999999999999865,0.9999999999991265,0.9999999999927714,0.9999999999968721,0.9999999999931358,0.999999999988614,0.9999999999983258,0.9999999999999997,0.9999999999993741,0.9999999999992674,0.9999999999999967,0.99999999999174,0.9999999999930957,0.999999999989899,0.9999999999998905,0.9999999999999852,0.9999999999987013,0.9999999999982576,0.9999999999988907,0.9999999999958445,0.9999999999983662,0.9999996347957226,0.9999999999983151,0.9999999999894694,0.9999999999999994,0.9999999999999439,0.999999999998605,0.9999999999910035,0.9999999999984601,0.9999999999997651,0.9999999999999856,0.9999999999999968,0.9999999999918973,0.9999999999939296,0.9999999999999929,0.9999999999919871,0.9999999999938235,0.9999999999915498,1.0,0.9999999999992795,0.999999999999278,0.9999999999951876,0.9999999999955779,0.9999999999947554,0.9999999999986984,0.9999999999999979,0.9999999999999859,0.9999999999999452,0.9999999999999518,0.9999999999999438,0.9999999999999489,0.9999999999915254,0.9999999999933151,1.0,0.9999999999996669,0.9999999999984522,0.9999999999931581,0.9999999999963118,0.9999999999884016,0.9999999999931168,0.9999999999999938,0.9999999999939446,0.9999998637607334,0.9999999999987463,0.9999999999928756,0.9999999999924034,0.9999999999994463,0.9999999999891611,0.9999999999944089,0.9999999999885533,0.9999999999955221,0.999999999992869,0.9999999999924438,0.9999999999999706,0.9999999999916412,0.999999999996195,0.999999999999945,0.9999999999999453,0.9999999999999879,0.9999999999959536,0.9999999999984884,0.9999999999996698,0.9999999999922891,0.999999999993842,0.9999999999999459
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9915698206233956,3.991578939599115,3.991614796135168,3.9915698165554443,3.9915697800006615,3.9915702166170206,3.991570379593732,3.991569837220809,3.991569811273809,3.9915704688914793,3.991569810206236,3.9915707309973594,3.9915697827426904,3.9915698558191215,3.99156995902061,3.9915697804531867,3.9915759387817507,3.991569780243086,3.991569780543375,3.9915697855283088,3.991573704611201,3.99156978681381,3.991577531188846,3.9915697816957465,3.9915697937335053,3.9915703197600285,3.991569781074429,3.991569785637877,3.9915697883548082,3.9915699212950555,3.9915698000692985,3.99156978042857,3.991570011316273,3.9915714528564212,3.9915709941311075,3.991569810098494,3.991328837497736,3.9915697838159647,3.9915700769492184,3.99156978060934,3.9915698273544757,3.9915698302286144,3.9915697800191694,3.991569780810368,3.991569821040402,3.9915703638484223,3.99156980676258,3.9915697819281735,3.9915698938065294,3.9915705157870867,3.991570021170183,3.9915699166411436,3.9915707525286788,3.995529945544785,3.991569820768666,3.9915703826087334,3.9915698491327025,3.991570009587843,3.991570558186447,3.9915697809020148,3.9915704557061846,3.9915697855027217,3.9915698448774717,3.991569835874513,3.991569781332234,3.9915697804369437,3.991569868861474,3.991569901320607,3.9977039480654666,3.991569782298511,3.9915698150505214,3.991569784243987,3.991569782311633,3.9915697903280365,3.9915700578417597,3.991569846267818,3.99156978086428,3.9913209735092936,3.991569806124892,3.99156978098788,3.9915697801488506,3.991569782205388,3.991569782131625,3.9915698871632785,3.991569780151642,3.9915698026116417,3.9915698042192735,3.9915697805257553,3.9915698166402582,3.9915699208625486,3.9915700422730653,3.9915697804754386,3.99156978324507,3.991569780445972,3.9915697863469157,3.9915730327539873,3.9915697810385447,3.991569780896176,3.991569797168654,3.9915697807283173
8.999833344812513,8.999833525115822,8.999834233959612,8.999833344763953,8.999833343957103,8.99983335264294,8.999833355894527,8.999833345172426,8.999833344652668,8.99983335760544,8.999833344638365,8.999833362841017,8.999833344073156,8.999833345469186,8.999833347561184,8.999833344050186,8.999833465785741,8.99983334398167,8.999833344024191,8.99983334408941,8.999833421524926,8.999833344161118,8.999833497273627,8.999833344069291,8.999833344306314,8.99983335471177,8.999833343988909,8.999833344091217,8.999833344116407,8.999833346833618,8.999833344437967,8.999833344038237,8.999833348598669,8.999833377101943,8.999833368006286,8.999833344621788,8.999825322935903,8.999833344101761,8.999833349817763,8.99983334405339,8.999833344976995,8.99983334502187,8.999833343961473,8.999833344043637,8.999833344850579,8.99983335558325,8.999833344570387,8.999833344007186,8.999833346237027,8.99983335858697,8.999833348737532,8.999833346687495,8.999833363191767,8.999911632055813,8.999833344840873,8.999833355947805,8.999833345365097,8.999833348540596,8.999833359378433,8.999833344047572,8.999833357399282,8.999833344150007,8.999833345323417,8.9998333451455,8.999833344067188,8.999833344049536,8.999833345722442,8.99983334638009,8.999954609638152,8.999833344083823,8.999833344720454,8.999833344064216,8.99983334405415,8.999833344142058,8.999833349472565,8.999833345351337,8.999833344004418,8.999827210043035,8.999833344546628,8.999833343997327,8.999833343976526,8.999833344080011,8.999833343986802,8.999833346109973,8.999833343942234,8.999833344448412,8.999833344456524,8.999833343984337,8.999833344765426,8.99983334675148,8.999833349192253,8.999833344050261,8.999833344105015,8.999833344050058,8.999833344130725,8.999833408331149,8.999833344058937,8.999833343990282,8.999833344325824,8.999833344055267
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.958314497494168,2.9583595888940506,2.958536892086768,2.9583144773192926,2.9583142967211993,2.958316455597283,2.9583172614278928,2.958314579505374,2.958314451215577,2.958317703088828,2.958314445923899,2.9583189990472154,2.9583143101640803,2.9583146716030746,2.9583151818160984,2.958314298801174,2.9583447504832647,2.958314297882881,2.9583142992991984,2.95831432401112,2.9583337031452936,2.9583143302809067,2.9583526245941263,2.9583143049556093,2.958314364481632,2.9583169655623758,2.958314302010938,2.958314324553594,2.958314338041696,2.9583149952368415,2.958314395798831,2.958314298700929,2.958315440400538,2.9583225685094043,2.9583203002580256,2.9583144454182038,2.957128989879932,2.9583143154573586,2.9583157650888556,2.9583142995730975,2.9583145307191088,2.9583145449535113,2.958314296805213,2.9583143005928694,2.9583144995002977,2.9583171835705944,2.9583144288955334,2.95831430622991,2.958314859411379,2.9583179348759043,2.9583154892309187,2.9583149723256206,2.9583191056555167,2.977896500402052,2.958314498164741,2.958317276348304,2.9583146384874683,2.958315431898598,2.958318144619577,2.958314301042068,2.9583176377881215,2.9583143237700953,2.958314617366697,2.958314572848805,2.95831430314859,2.958314298721475,2.9583147361034072,2.9583148965772272,2.9886464955806926,2.9583143079312584,2.9583144699035238,2.9583143176600446,2.9583143080522363,2.9583143478239324,2.9583156705454425,2.9583146242408573,2.958314300934944,2.957086276892399,2.958314425763199,2.9583143015639877,2.9583142974230596,2.9583143074744727,2.9583143072816696,2.9583148265538606,2.9583142975012273,2.9583144084448025,2.958314416438564,2.958314299286097,2.9583144777390618,2.958314993236081,2.9583155935099876,2.9583142989118913,2.9583143126071425,2.9583142987654742,2.958314328011868,2.9583303807845347,2.9583143017009372,2.958314301120336,2.958314381558434,2.958314300162312
5.994007340896845,5.994013823203335,5.9940393121032125,5.994007338016381,5.994007312001341,5.994007622392752,5.994007738256539,5.994007352706497,5.9940073342594555,5.994007801715299,5.994007333502973,5.994007988054434,5.9940073139724115,5.99400736590217,5.994007439282087,5.994007312352785,5.994011690046206,5.994007312180664,5.994007312407069,5.994007315938859,5.994010101835383,5.9940073168690455,5.994012822024029,5.994007313234137,5.994007321790936,5.994007695723315,5.994007312768381,5.994007316016619,5.994007317937882,5.9940074124710305,5.994007326297049,5.99400731233123,5.994007476458166,5.994008501190278,5.99400817509218,5.994007333421273,5.993834883684296,5.99400731473797,5.9940075230861245,5.994007312463829,5.994007345692802,5.99400734773168,5.9940073120159125,5.994007312601875,5.994007341203828,5.99400772706386,5.994007331055058,5.994007313375764,5.994007392911786,5.994007835070673,5.994007483443106,5.994007409143613,5.994008003333646,5.996822426750905,5.994007341009131,5.994007740397541,5.9940073611590154,5.99400747522104,5.994007865194062,5.994007312667775,5.9940077923617086,5.994007315942287,5.994007358149164,5.994007351749363,5.994007312977529,5.994007312341123,5.994007375171809,5.994007398251288,5.998367833484177,5.994007313663543,5.994007336941732,5.994007315025958,5.994007313662281,5.994007319335843,5.994007509514949,5.9940073591376555,5.99400731262595,5.993830016054545,5.994007330597806,5.994007312710436,5.994007312112516,5.994007313596649,5.994007313511755,5.99400738819089,5.994007312102351,5.99400732809021,5.994007329224635,5.994007312380569,5.9940073380765995,5.994007412137547,5.994007498457535,5.994007312368475,5.9940073143372885,5.994007312347662,5.994007316529662,5.994009624271576,5.994007312767892,5.994007312643398,5.994007324215717,5.994007312548237
