BRP_24_H_7::rand1,BRP_24_H_7::rand2,BRP_24_H_7::rand3,BRP_24_H_7::rand4,BRP_24_H_7::rand5,BRP_24_H_7::rand6,BRP_24_H_7::rand7,BRP_24_H_7::rand8,BRP_24_H_7::rand9,BRP_24_H_7::rand10,BRP_24_H_7::rand11,BRP_24_H_7::rand12,BRP_24_H_7::rand13,BRP_24_H_7::rand14,BRP_24_H_7::rand15,BRP_24_H_7::rand16,BRP_24_H_7::rand17,BRP_24_H_7::rand18,BRP_24_H_7::rand19,BRP_24_H_7::rand20,BRP_24_H_7::rand21,BRP_24_H_7::rand22,BRP_24_H_7::rand23,BRP_24_H_7::rand24,BRP_24_H_7::rand25,BRP_24_H_7::rand26,BRP_24_H_7::rand27,BRP_24_H_7::rand28,BRP_24_H_7::rand29,BRP_24_H_7::rand30,BRP_24_H_7::rand31,BRP_24_H_7::rand32,BRP_24_H_7::rand33,BRP_24_H_7::rand34,BRP_24_H_7::rand35,BRP_24_H_7::rand36,BRP_24_H_7::rand37,BRP_24_H_7::rand38,BRP_24_H_7::rand39,BRP_24_H_7::rand40,BRP_24_H_7::rand41,BRP_24_H_7::rand42,BRP_24_H_7::rand43,BRP_24_H_7::rand44,BRP_24_H_7::rand45,BRP_24_H_7::rand46,BRP_24_H_7::rand47,BRP_24_H_7::rand48,BRP_24_H_7::rand49,BRP_24_H_7::rand50,BRP_24_H_7::rand51,BRP_24_H_7::rand52,BRP_24_H_7::rand53,BRP_24_H_7::rand54,BRP_24_H_7::rand55,BRP_24_H_7::rand56,BRP_24_H_7::rand57,BRP_24_H_7::rand58,BRP_24_H_7::rand59,BRP_24_H_7::rand60,BRP_24_H_7::rand61,BRP_24_H_7::rand62,BRP_24_H_7::rand63,BRP_24_H_7::rand64,BRP_24_H_7::rand65,BRP_24_H_7::rand66,BRP_24_H_7::rand67,BRP_24_H_7::rand68,BRP_24_H_7::rand69,BRP_24_H_7::rand70,BRP_24_H_7::rand71,BRP_24_H_7::rand72,BRP_24_H_7::rand73,BRP_24_H_7::rand74,BRP_24_H_7::rand75,BRP_24_H_7::rand76,BRP_24_H_7::rand77,BRP_24_H_7::rand78,BRP_24_H_7::rand79,BRP_24_H_7::rand80,BRP_24_H_7::rand81,BRP_24_H_7::rand82,BRP_24_H_7::rand83,BRP_24_H_7::rand84,BRP_24_H_7::rand85,BRP_24_H_7::rand86,BRP_24_H_7::rand87,BRP_24_H_7::rand88,BRP_24_H_7::rand89,BRP_24_H_7::rand90,BRP_24_H_7::rand91,BRP_24_H_7::rand92,BRP_24_H_7::rand93,BRP_24_H_7::rand94,BRP_24_H_7::rand95,BRP_24_H_7::rand96,BRP_24_H_7::rand97,BRP_24_H_7::rand98,BRP_24_H_7::rand99,BRP_24_H_7::rand100
2.9596997133552234,2.95969971334793,2.959700124924115,2.959699713382719,2.9596997133749197,2.9596997133747087,2.959699714711342,2.959699713444416,2.9596997583091023,2.959699713375036,2.95969971337492,2.9596997133980274,2.9596997135034218,2.959699713117547,2.9596997132865437,2.959699712798535,2.9596997132718323,2.9596997130073786,2.9596997133751346,2.9596997133757457,2.959699713339176,2.9596997130193294,2.95969971297709,2.959699713584655,2.9596997134425598,2.959699713377144,2.9596997161367615,2.9596997125534683,2.9596997133670477,2.95969971313397,2.9596997133755796,2.9596997131571743,2.959699713712755,2.959699712761828,2.959699718888456,2.959699712370402,2.9596997132008873,2.9596997126726357,2.9596997131366773,2.959699713289678,2.9596997135345036,2.9596997132181317,2.9596997133746696,2.959699713377262,2.9596997132435554,2.959699713362421,2.959699712865467,2.9596997134029066,2.9596997133685816,2.959699713325861,2.9596998835329122,2.959699713359923,2.959699751805511,2.9596997133575558,2.959699713923665,2.9596997155078557,2.9596997133479865,2.9596997130914553,2.9596997133040133,2.959699712575754,2.9596997135328027,2.959699712126409,2.9596997133751284,2.9596997133817617,2.9596997134078236,2.9596997133422467,2.9596997133397354,2.959710312316519,2.9596997132194613,2.9596997133747616,2.9596997130310867,2.959699713362574,2.959699713410475,2.9596997133678893,2.959699713341895,2.9596997133967786,2.9596997131136575,2.956680456993772,2.959699713424142,2.959699713367215,2.959699713102788,2.9567347150321854,2.959699713614163,2.9596997130013283,2.9596997133516205,2.9596997133748544,2.9596997133696,2.959699713377921,2.95969971378304,2.959699770230933,2.9596997121895785,2.959699712693667,2.959699713359937,2.959699713326854,2.9596997139404597,2.9596997133803002,2.9596997134292806,2.9596997181616493,2.959699712234425,2.959699713245593
2.996117606610318,2.9961176066094124,2.9961176462556804,2.9961176066131623,2.996117606612416,2.9961176066123936,2.996117606738912,2.9961176066191144,2.9961176109412255,2.9961176066124287,2.996117606612413,2.996117606614558,2.9961176066247956,2.9961176065849924,2.9961176066026916,2.9961176065510062,2.9961176066014326,2.9961176065732418,2.9961176066124393,2.996117606612492,2.9961176066083857,2.996117606574526,2.996117606569922,2.996117606632626,2.9961176066188697,2.996117606612632,2.996117606877666,2.9961176065248347,2.9961176066115773,2.9961176065856483,2.9961176066124815,2.996117606589219,2.9961176066445363,2.9961176065470907,2.9961176071434776,2.9961176065053796,2.996117606593876,2.996117606537589,2.996117606587035,2.9961176066033115,2.996117606627792,2.996117606595713,2.996117606612391,2.9961176066126396,2.9961176065983985,2.9961176066110857,2.9961176065581365,2.9961176066151114,2.9961176066117416,2.996117606607186,2.996117623000064,2.996117606610819,2.996117610313774,2.9961176066105653,2.996117606665275,2.9961176068178927,2.996117606609545,2.996117606582212,2.9961176066046633,2.9961176065272674,2.996117606627585,2.9961176064793875,2.9961176066124393,2.996117606613079,2.9961176066155892,2.996117606608936,2.99611760660866,2.9961186276783445,2.996117606595835,2.9961176066123953,2.996117606575782,2.9961176066111035,2.996117606615782,2.9961176066116697,2.9961176066088866,2.9961176066135957,2.996117606584577,2.9958265411912284,2.9961176066166235,2.996117606611521,2.9961176065832045,2.995831011157857,2.996117606634815,2.9961176065726134,2.996117606609933,2.9961176066124064,2.996117606611852,2.9961176066127013,2.9961176066512207,2.9961176120872195,2.9961176064861186,2.9961176065398307,2.9961176066108206,2.99611760660728,2.996117606666683,2.99611760661294,2.9961176066137747,2.996117607073558,2.9961176064908974,2.996117606598627
3.9999999999996962,3.999999999999397,3.999999999994071,3.9999999999999876,3.999999999999995,3.999999999999992,3.9999999999966556,4.0,3.999999999999997,3.999999999999996,3.99999999999999,3.9999999999998703,3.9999999999999947,3.9999999999960947,3.9999999999981983,3.999999999991268,3.9999999999984337,3.9999999999944063,3.9999999999999982,3.9999999999999893,3.999999999999122,3.9999999999946048,3.999999999993811,4.000000000000002,3.999999999999901,3.999999999999998,3.9999999999987828,3.999999999987468,3.9999999999998748,3.9999999999947207,3.999999999999997,3.9999999999967035,3.9999999999993636,3.9999999999907057,3.9999999999998543,3.9999999999847695,3.9999999999973617,3.999999999989356,3.9999999999963918,3.99999999999867,3.999999999999998,3.9999999999976223,3.999999999999993,3.999999999999992,3.999999999997974,3.9999999999998077,3.999999999992281,3.999999999999994,3.999999999999902,3.999999999999247,3.9999999999928777,3.9999999999997677,3.9999999999986384,3.9999999999997313,3.999999999999987,3.9999999999999907,3.9999999999995857,3.9999999999956994,3.9999999999986273,3.9999999999878906,3.9999999999999334,3.999999999981081,3.999999999999999,4.0,4.000000000000001,3.999999999999501,3.9999999999994507,3.999999999999582,3.9999999999976144,3.999999999999987,3.9999999999947873,3.999999999999812,3.9999999999999067,3.999999999999892,3.999999999999479,3.999999999998622,3.9999999999960343,3.999999702616666,3.999999999999202,3.9999999999997677,3.9999999999955502,3.9999985795442385,3.9999999999990328,3.9999999999943396,3.9999999999996407,3.99999999999999,3.9999999999999183,3.999999999999989,3.9999999999992353,3.999999999996268,3.999999999982037,3.9999999999896776,3.9999999999997704,3.999999999999244,3.9999999999996763,4.000000000000003,3.9999999999942406,4.000000000000002,3.9999999999827174,3.999999999998021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.996443539342635,4.996443539341639,4.996443575656545,4.996443539345405,4.996443539344725,4.996443539344702,4.996443539458723,4.996443539350865,4.996443543310126,4.996443539344738,4.996443539344719,4.9964435393466164,4.996443539356065,4.99644353931741,4.996443539334807,4.99644353928356,4.996443539333784,4.996443539305696,4.996443539344749,4.996443539344792,4.996443539340543,4.996443539306982,4.9964435393023185,4.996443539363243,4.996443539350585,4.996443539344925,4.996443539587025,4.996443539257445,4.99644353934389,4.996443539317236,4.996443539344786,4.996443539321623,4.996443539373796,4.996443539279658,4.996443539831126,4.996443539238106,4.99644353932626,4.996443539270192,4.996443539319446,4.9964435393356394,4.996443539358814,4.996443539328089,4.9964435393447015,4.996443539344928,4.996443539330747,4.996443539343402,4.996443539290662,4.996443539347194,4.996443539344057,4.996443539339514,4.9964435543526005,4.996443539343135,4.996443542734587,4.996443539342882,4.996443539393143,4.99644353953295,4.9964435393418665,4.996443539314639,4.996443539336854,4.996443539259913,4.996443539358586,4.996443539212221,4.99644353934475,4.996443539345336,4.996443539347636,4.996443539341259,4.996443539340977,4.996444474690411,4.9964435393281965,4.996443539344703,4.996443539308237,4.996443539343419,4.9964435393477595,4.996443539343982,4.996443539341202,4.996443539345034,4.996443539316995,4.996176741932078,4.996443539348133,4.996443539343777,4.9964435393154645,4.996180204566974,4.996443539364703,4.996443539305082,4.996443539342252,4.996443539344714,4.996443539344166,4.996443539344983,4.996443539379847,4.996443544357814,4.996443539218925,4.996443539272427,4.996443539343138,4.9964435393396,4.996443539394257,4.9964435393452105,4.996443539342732,4.996443539767157,4.996443539223685,4.996443539330982
6.9999296927761465,6.999929692775611,6.999929693484326,6.999929692776703,6.999929692776703,6.999929692776698,6.999929692773198,6.999929692776834,6.9999296928551,6.999929692776708,6.9999296927766945,6.999929692776527,6.999929692776928,6.999929692769435,6.999929692773409,6.999929692760439,6.999929692773793,6.999929692766291,6.999929692776711,6.999929692776696,6.999929692775119,6.999929692766658,6.999929692765197,6.999929692777082,6.999929692776658,6.999929692776714,6.999929692779404,6.999929692753365,6.99992969277648,6.999929692767062,6.9999296927767105,6.999929692770566,6.99992969277619,6.999929692759392,6.999929692786078,6.999929692748327,6.999929692771798,6.999929692756876,6.999929692769988,6.999929692774239,6.999929692776987,6.999929692772281,6.999929692776701,6.9999296927767025,6.999929692772942,6.999929692776356,6.9999296927623265,6.9999296927767505,6.999929692776528,6.999929692775311,6.999929693061115,6.9999296927762815,6.999929692841377,6.999929692776212,6.9999296927776475,6.999929692780417,6.9999296927759405,6.999929692768698,6.999929692774189,6.9999296927541454,6.999929692776872,6.999929692741453,6.999929692776712,6.999929692776726,6.999929692776769,6.999929692775782,6.999929692775691,6.9999297112667245,6.999929692772271,6.999929692776689,6.999929692767,6.999929692776362,6.999929692776613,6.999929692776512,6.999929692775743,6.99992969277434,6.9999296927693235,6.999923905421176,6.999929692775403,6.999929692776293,6.999929692768458,6.999922036253387,6.99992969277544,6.999929692766163,6.9999296927760435,6.999929692776695,6.999929692776561,6.999929692776699,6.999929692776088,6.999929692869378,6.999929692743236,6.999929692757475,6.999929692776285,6.99992969277531,6.999929692777133,6.999929692776727,6.999929692766738,6.9999296927850665,6.9999296927445025,6.9999296927730255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9824140337683263,3.9824140337649463,3.9824142133622558,3.9824140337805174,3.982414033777118,3.9824140337770246,3.9824140343580923,3.9824140338074483,3.9824140533851944,3.9824140337771703,3.9824140337771152,3.9824140337871192,3.9824140338331935,3.982414033662231,3.982414033737367,3.982414033519835,3.9824140337311027,3.982414033613043,3.9824140337772147,3.9824140337774754,3.982414033760945,3.982414033618388,3.9824140335994316,3.9824140338686465,3.982414033806573,3.9824140337780904,3.982414034981512,3.982414033410384,3.9824140337736043,3.9824140336684906,3.9824140337774088,3.982414033679926,3.9824140339241234,3.982414033503447,3.982414036182985,3.9824140333287157,3.982414033699436,3.9824140334636327,3.9824140336707754,3.982414033739047,3.982414033846759,3.982414033707132,3.9824140337770078,3.982414033778139,3.9824140337184595,3.9824140337715406,3.9824140335497114,3.9824140337893312,3.982414033774291,3.9824140337552163,3.98241410802481,3.9824140337704246,3.9824140505463035,3.9824140337693668,3.9824140340165712,3.9824140347078716,3.9824140337650946,3.982414033650585,3.9824140337452736,3.98241403342039,3.982414033845974,3.982414033219809,3.982414033777212,3.9824140337801075,3.9824140337914806,3.982414033762535,3.9824140337614056,3.9824186588712207,3.982414033707709,3.9824140337770446,3.9824140336236398,3.98241403377161,3.982414033792576,3.982414033773982,3.982414033762366,3.98241403378575,3.982414033660495,3.981096314728847,3.982414033798074,3.982414033773606,3.982414033655432,3.9811192498067753,3.982414033880883,3.9824140336103575,3.9824140337667178,3.982414033777087,3.9824140337747465,3.982414033778424,3.982414033954709,3.9824140585851,3.982414033248007,3.9824140334730234,3.9824140337704312,3.982414033755648,3.982414034023693,3.982414033779471,3.9824140337970397,3.9824140358659235,3.9824140332680256,3.9824140337193796
4.997471862063424,4.997471862062607,4.997471887875418,4.997471862065498,4.997471862065017,4.997471862065001,4.997471862144847,4.997471862069383,4.997471864883854,4.997471862065027,4.997471862065012,4.997471862066317,4.997471862073078,4.997471862044189,4.997471862057318,4.997471862018384,4.997471862056677,4.997471862035253,4.997471862065035,4.997471862065063,4.99747186206173,4.99747186203624,4.997471862032638,4.997471862078183,4.997471862069148,4.997471862065161,4.9974718622368215,4.997471861998447,4.99747186206438,4.997471862043571,4.997471862065063,4.997471862047405,4.997471862085455,4.997471862015407,4.997471862410728,4.997471861983723,4.99747186205094,4.99747186200819,4.997471862045747,4.997471862058081,4.997471862075033,4.9974718620523335,4.997471862065,4.997471862065161,4.997471862054351,4.9974718620640095,4.997471862023799,4.997471862066773,4.997471862064509,4.997471862061043,4.9974718727309115,4.997471862063806,4.997471864474237,4.9974718620636125,4.997471862099433,4.997471862198817,4.997471862062837,4.9974718620420795,4.997471862058928,4.997471862000353,4.99747186207485,4.997471861963989,4.997471862065038,4.997471862065453,4.997471862067088,4.997471862062375,4.997471862062156,4.99747252696268,4.997471862052407,4.997471862064998,4.997471862037198,4.997471862064024,4.997471862067142,4.997471862064453,4.997471862062327,4.997471862064741,4.9974718620438745,4.997282099562098,4.997471862067154,4.997471862064261,4.997471862042611,4.997284155138278,4.997471862078871,4.997471862034793,4.99747186206313,4.997471862065009,4.997471862064592,4.997471862065199,4.997471862089709,4.997471865627264,4.9974718619691005,4.9974718620098955,4.997471862063809,4.9974718620611025,4.997471862100112,4.997471862065366,4.997471862061521,4.997471862365309,4.9974718619727305,4.997471862054534
