BRP_24_H_20
3
4
4
0
1
4
9
3
4
7
4
3
4
6
1
3
3
1
1
1
1
0
4
7
0
7
1
0
1
3
2
6
6
3
24
7
1
9
16
7
7
7
23
10
3
4
0
9
0
1
0
0
0
1
1
1
0
0
1
0
0
0
1
0
10
5
30
7
2
8
36
6
3
5
17
4
5
0
5
7
0
0
2
0
1
3
0
0
1
0
0
0
0
3
1
0
