BRP_1_H_31
1
2
3
0
0
3
7
0
1
5
3
1
0
4
0
2
2
1
1
2
0
0
6
7
0
7
1
0
1
3
2
6
4
2
19
7
0
11
18
9
3
2
14
9
2
5
0
10
0
1
1
1
0
1
2
1
0
0
1
0
0
0
0
0
12
5
34
7
3
8
35
6
3
6
18
3
5
0
7
6
0
0
2
0
1
3
1
0
1
1
0
0
0
3
2
0
